qid,cid,relevance,label_source,notes
sbert-v2-profile-05403,sbert-v2-job-ff832ecf2abbfaff9f0b,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-eed5d78422a560f10542,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-fe879cd3616cb6f14dfa,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-e9d42886e644abc3b757,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-e44f20d9561c9d2e33d3,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-4bff327f3f983f14cfea,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-7d75658047aadb0aeefa,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05403,sbert-v2-job-213319ffff07a0202d35,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-c96b5623b1c3cc822a2c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05404,sbert-v2-job-7931a8f573472ace6564,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-3868a4668acca0d36e57,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-ca03f9ca96856e220888,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-2aaea66a9b96c7320bf5,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-dd24a01409fbc74518a6,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05404,sbert-v2-job-c9549c5710eacd626d51,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05405,sbert-v2-job-9ef67877eece73b0b101,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05405,sbert-v2-job-cb14b9c64a994a3582d4,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05405,sbert-v2-job-da07e6e2c933e95c31d9,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05405,sbert-v2-job-5e0f204c720c99313671,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05406,sbert-v2-job-68279edc4021388320e6,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05406,sbert-v2-job-4a8fa4a35a12c2320c19,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05406,sbert-v2-job-370cc67d703cd59d44de,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05406,sbert-v2-job-85aa6ffb283fc025369b,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05407,sbert-v2-job-2b16aef6806f1a28ffbb,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05407,sbert-v2-job-cffc62646279eba1cea3,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05407,sbert-v2-job-931796d22387472fe98e,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05408,sbert-v2-job-444481b6c556c73187c2,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05408,sbert-v2-job-46842d8ba4cf3de0f724,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05409,sbert-v2-job-8fe467d7eaeaa54c097c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05409,sbert-v2-job-43282f48c752f31cb732,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05410,sbert-v2-job-899bfd9283954fa628f4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05410,sbert-v2-job-ee89ece9dec268da3730,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05411,sbert-v2-job-ed52332dceca35f5532e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05411,sbert-v2-job-1d5a41e9a201961c59ad,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05412,sbert-v2-job-cf494340293a8cf78300,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05412,sbert-v2-job-fbd7522fe20dd53852e3,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05413,sbert-v2-job-65c031add15d1d4acb89,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05413,sbert-v2-job-2b72e2e89788777d6e3c,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05414,sbert-v2-job-9782f9eca038fc8d474c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05414,sbert-v2-job-9b52aba05ee821424327,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05415,sbert-v2-job-7c3059d25dee5848ecd0,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05416,sbert-v2-job-93f4d9bc0f89079cebe5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05417,sbert-v2-job-9860a86aea15454b8bc4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05418,sbert-v2-job-3400e40efc5045502ff9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05419,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05420,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05421,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05422,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05423,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05424,sbert-v2-job-33b289ab6952cddcf83c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05425,sbert-v2-job-463d7039fe434b0c6726,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05426,sbert-v2-job-d6e13c39f4d3fbfcbf7d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05427,sbert-v2-job-c2e59ac144b8fb855a91,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05428,sbert-v2-job-64f3b999616c7f95e984,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05429,sbert-v2-job-373b7f316fb93cc9201f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05430,sbert-v2-job-eb4f14d0038290ce7935,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05431,sbert-v2-job-9af68671b383a13c67c2,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05432,sbert-v2-job-73e3eb3465d2e10d9748,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05433,sbert-v2-job-922e8ed8a513cfd93751,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05434,sbert-v2-job-d782455151860fb799ea,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05435,sbert-v2-job-ef33b5ba8bcdc68a4aaa,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05436,sbert-v2-job-9e0b56330dbcccd7a998,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05437,sbert-v2-job-66968dda70e2445076be,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05438,sbert-v2-job-ec3340cc75bbf371829a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05439,sbert-v2-job-435152adfaa887f18f5b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05440,sbert-v2-job-9c505e6cd192260c61fe,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05441,sbert-v2-job-9860a86aea15454b8bc4,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05442,sbert-v2-job-a21678d0d612178dd522,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05443,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05444,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05445,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05446,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05447,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05448,sbert-v2-job-8bbdfbfbaf6409fe1bff,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05449,sbert-v2-job-3af02ee5cf152b929265,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05450,sbert-v2-job-efb365acc0a51aaf5dc2,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05451,sbert-v2-job-6b06ca4c02f2dca75f12,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05452,sbert-v2-job-f898d0d4087e8b0dbe4f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05453,sbert-v2-job-63bdf490538042e26693,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05454,sbert-v2-job-b1fc838f216c89c56699,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05455,sbert-v2-job-c700b5ec63708f37713e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05456,sbert-v2-job-b1db7cf065ff681715e8,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05457,sbert-v2-job-85c975e7670fabca7da8,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05458,sbert-v2-job-93e71b0a498d3001f20b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05459,sbert-v2-job-cfaf8eb92b1d3953e2ff,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05460,sbert-v2-job-9e0b56330dbcccd7a998,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05461,sbert-v2-job-66968dda70e2445076be,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05462,sbert-v2-job-9782f9eca038fc8d474c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05463,sbert-v2-job-aa4f32d4d5a7bdcffbcf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05464,sbert-v2-job-bb2707ba078de331847c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05465,sbert-v2-job-9a6cc04bda6d87cf0467,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05466,sbert-v2-job-a21678d0d612178dd522,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05467,sbert-v2-job-bfc1289aa5e2e8c5088f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05468,sbert-v2-job-c9549c5710eacd626d51,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05469,sbert-v2-job-b6b572c99336402dab73,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05470,sbert-v2-job-7613438d7b8064a5c492,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05471,sbert-v2-job-f0b856ff4fbf2ba82876,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05472,sbert-v2-job-b7af3cb9627f58ecd578,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05473,sbert-v2-job-8c8ca8cd28ca418dd35b,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05474,sbert-v2-job-f16b26ce4b53bfe2cbfc,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05475,sbert-v2-job-be1e896bc7a207a9d2f7,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05476,sbert-v2-job-5b5c8e5fa44f3b322e7d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05477,sbert-v2-job-5dd70be57f24ceee25bf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05478,sbert-v2-job-4a4b20795dfef65bf5ed,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05479,sbert-v2-job-ac146b03100ea281493d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05480,sbert-v2-job-625e84e25649b0407905,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05481,sbert-v2-job-60306f1d34e63e5a6f53,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05482,sbert-v2-job-318dbed0e4bf1fffc8e5,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05483,sbert-v2-job-7ba83139d8611ee8731a,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05484,sbert-v2-job-1e8ff8f5eb57c17643b9,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05485,sbert-v2-job-65c031add15d1d4acb89,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05486,sbert-v2-job-9782f9eca038fc8d474c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05487,sbert-v2-job-aa4f32d4d5a7bdcffbcf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05488,sbert-v2-job-6c7103a0ade27df12d1c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05489,sbert-v2-job-83906ea4975b588d3dbf,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05700,sbert-v2-job-03778ec6e7d3e73e11a0,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05700,sbert-v2-job-13c74764ff09b18ff569,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-18ceb355c5952a0d5153,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-094a98a7c1fb77b26960,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-0b035c5c1be12f8e3ca4,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-04ffc298ea0505d458cf,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-059023e853999e45751b,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05700,sbert-v2-job-043c18a86356ff268101,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-1087405a799cad6790ee,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05701,sbert-v2-job-0aa12166a1ee1b5e11eb,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-133c69c7b227c93fc9c3,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-0c90641a921aaabeb313,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-0909271aef15184dff6a,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-143d1afeb62b221cd19c,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-04331b1077e7c75c7e48,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-11397bd1150abeddd6e2,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-0ff1ca474f2121883392,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-112f05ef77fc3b74f81d,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05701,sbert-v2-job-0f273c475fd44e0345fd,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-00d1ca31d42d25277c9e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05702,sbert-v2-job-094a98a7c1fb77b26960,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-17f0b2d3cc0142c13e52,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-0687959f52fb155f0aee,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-177fe5cdecc89579f167,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-19330307b87849470d22,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-013ffe191077eb0eb79c,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-18eb4d570e6af527fae8,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-05ec50cc626c23e638a3,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-0ef54ffc1ad23ddc4c46,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05702,sbert-v2-job-0ccb1c19bad2534ffcbc,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-05ec50cc626c23e638a3,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05703,sbert-v2-job-0bfd98127a6eb344d65f,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-01fd81ca008eaa0dce86,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-03778ec6e7d3e73e11a0,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-0d3d869a34a4bb2c28bb,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-089a2d385d17d9b2b6df,0,silver_heuristic,medium negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-14f5ed38c4860e156444,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-1898d771bd983a05dfdb,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-152f220dc5ccea3947df,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05703,sbert-v2-job-042c60a5afefb3d5b737,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-101ef11705002382e6d1,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05704,sbert-v2-job-1185840302242ba3a9c6,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-03bbb1e39544a538b25e,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-105dbd20dd347f4f73ef,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-14637dbff7229173d3a9,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-12084fc98b2dbf783604,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05704,sbert-v2-job-0d13ec08734873b67047,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-1886648ac00e204a8eee,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05705,sbert-v2-job-0a8882e00ee95acbbdeb,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-022e29578cb51a8b9326,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-0fecac2130b8dbccbc55,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-16486b6a48f5b497ff44,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-0a2fa5db6a340f9a0f25,1,silver_heuristic,hard negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05705,sbert-v2-job-07c3c55b42f5e6e968f2,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05706,sbert-v2-job-039f61100d00eb854718,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05706,sbert-v2-job-04cd2a2be3d496e3bf85,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05706,sbert-v2-job-03d8aac10ef2795efe4b,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05706,sbert-v2-job-10ddd3c792db6203c8fb,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05707,sbert-v2-job-16cda2fac2024cb9a55e,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05707,sbert-v2-job-11a90fca55d43eb62165,0,silver_heuristic,easy negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05707,sbert-v2-job-14a6523bc5ed48b2f8b9,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05708,sbert-v2-job-0e49b43fa19e4d702649,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05708,sbert-v2-job-02afd94458af30cb6306,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05709,sbert-v2-job-0f05d32172bbff192292,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05709,sbert-v2-job-08c04757302de3a5d5a8,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05710,sbert-v2-job-0b6a6e441de7bf587c6f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05710,sbert-v2-job-032136c5147c9458e4d3,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05711,sbert-v2-job-04a3538b884db00fa9fb,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05711,sbert-v2-job-1050df3e031c63e3ca8c,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05712,sbert-v2-job-0f41026bd1eee557f79f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05712,sbert-v2-job-055a29fb55751afdbb77,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05713,sbert-v2-job-04331b1077e7c75c7e48,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05713,sbert-v2-job-09c600f44ef7246757bb,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05714,sbert-v2-job-1886648ac00e204a8eee,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05714,sbert-v2-job-15e7f6dcd4f4a48458bf,1,silver_heuristic,adversarial negative: sampled by documented SBERT v2 negative policy
sbert-v2-profile-05715,sbert-v2-job-00559db19d7cc8676fb3,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05716,sbert-v2-job-168e513817daf143181f,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05717,sbert-v2-job-181247cda17121dcf22c,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05718,sbert-v2-job-0618f86368c70c2c9662,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05719,sbert-v2-job-0d3d869a34a4bb2c28bb,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05720,sbert-v2-job-04c54b13b9ffbb1d16d6,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05721,sbert-v2-job-11397bd1150abeddd6e2,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05722,sbert-v2-job-15ab1e8b15838e47fa8d,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
sbert-v2-profile-05723,sbert-v2-job-1742d28195a0fd176b24,3,silver_heuristic,"positive: domain, occupation group, and generated profile skill intent align"
